	RES_GDP_LR	RES_GDP_SR	RES_IN_LR	RES_IN_SR
2009M07	-0.2038607769300601	0.1378840456417595	-1.72830175388076	-1.734812427552977
2009M08	1.595027873705452	1.538804276500114	0.1302490381122664	0.4394998614950409
2009M09	1.544409849666867	0.7825727423251252	3.745271211641389	3.974901022070286
2009M10	0.9452022863107771	0.8048213795221539	0.6249364364830559	0.7976311545336663
2009M11	0.8068786935099272	0.8481658654335959	-0.2908554025377589	-0.1275333520714603
2009M12	0.4121203935212917	0.4734404658342946	-0.3543915118974999	-0.2670031605801988
2010M01	0.1145623390563591	0.1508096632639022	-0.1967520467741881	-0.1705647762737318
2010M02	0.6208799849339994	0.6568144615298403	-0.2451155850901451	-0.1190309574961353
2010M03	1.143391872178676	1.217828081207633	-0.4936585476094787	-0.2606501477418673
2010M04	0.4056247767527428	0.4767284684177604	-0.40380501520654	-0.3167331956242657
2010M05	1.316144978492701	1.051631745870102	1.223411355338175	1.457066786292491
2010M06	1.387503310838657	1.302836919793233	0.2962455473869916	0.5617319843194797
2010M07	-0.7755748933334486	-0.8527791847306269	0.4715238019162774	0.3108356044429513
2010M08	-0.09291135350874419	-0.5603309104576239	2.400558879733115	2.336096043716542
2010M09	0.8914740899635211	0.5992959993443384	1.406856120436019	1.553967342573887
2010M10	-0.04965988910970159	0.5269773420992708	-2.945264155488691	-2.898161819345728
2010M11	-0.2840041441727037	-0.0873109605621389	-0.9782866287318789	-1.014928508822786
2010M12	-1.293167320218625	-1.359496076010483	0.4669596165030439	0.2051911808872764
2011M01	1.766284537070729	1.439206531504337	1.499081960649438	1.815404183662161
2011M02	0.3301710834751918	0.1525928805566664	0.8759356345286846	0.9235754397958034
2011M03	0.5706349248757156	0.5883767104801857	-0.1470807321732154	-0.03270788596934654
2011M04	0.4041124610518706	0.3175266297023134	0.4031080470189269	0.4743203750263349
2011M05	-0.8416532836909599	-0.9560438847379008	0.6682953803856081	0.4908961761896541
2011M06	-1.828065060664168	-1.663110596028886	-0.6635364327620206	-1.008050399898055
2011M07	0.7575442639847321	0.8000187714875479	-0.2920616050802426	-0.1383591640739191
2011M08	0.1591094263806228	0.1438807244783528	0.06221124358892591	0.09211072420527584
2011M09	-0.2176260233723761	-0.1684318495779427	-0.2302093182727312	-0.2683060348040453
2011M10	-0.1963992448012509	-0.2319013266035568	0.2010150494388274	0.1587497659092822
2011M11	-0.008332889594872057	-0.0270217805948311	0.09643753833574686	0.09294869134502296
2011M12	2.155266073722907	2.268789337653893	-0.7934870493503372	-0.3569152378797029
2012M01	-0.4454987099976741	-0.4195036125902188	-0.08903249249513729	-0.1743920994130523
2012M02	-1.044441456870392	-1.02987790935116	0.02855755876353805	-0.1761391005393135
2012M03	1.304960066948132	1.28917194478195	-0.04800077794023911	0.207991700960922
2012M04	-1.781744770064101	-1.879417474420252	0.6755335606405296	0.3142450855793574
2012M05	1.373033744234075	1.475209985527305	-0.6582421868886873	-0.3771736176717818
2012M06	0.523773109793895	0.4803620522874397	0.1704109955349981	0.2695004204873733
2012M07	0.3532332437883887	0.4749079868259054	-0.6573642152087692	-0.5756421110340113
2012M08	-0.1016636333892126	-0.1107411574834925	0.05647431358465634	0.03551391962623103
2012M09	0.2865255571211449	0.3020194191100744	-0.1075437103302163	-0.04946529075516743
2012M10	-0.4101680098420983	-0.4359977158204129	0.1726246816287645	0.08912389574192854
2012M11	-0.8087777681357149	-0.8532503385925529	0.3073397940615417	0.1433285975915432
2012M12	-0.259762326740293	-0.3196077239312356	0.331811945926358	0.2746389204973952
2013M01	0.8102647089503963	0.8207571289041963	-0.1336388572194416	0.02731259842214742
2013M02	0.5004502154506545	0.5479994717963951	-0.2926544089709807	-0.1891919663396512
2013M03	-0.7343754617144615	-0.731768433455168	0.05913121349651998	-0.08554986227494423
2013M04	0.8527162873327415	0.882076242097316	-0.2343572434052353	-0.06316555463223875
2013M05	-0.4643558007474903	-0.5094775203867792	0.276672912256123	0.1805737142250862
2013M06	1.200151473500855	1.302264306208542	-0.6408575209304533	-0.3939157246791533
2013M07	-0.2600140751967615	-0.2862784804306312	0.1600312750623952	0.106122381880375
2013M08	0.2119248835532415	0.2728166881127372	-0.3324448627436211	-0.2846099044622587
2013M09	-0.7202214116468495	-0.7918301966623745	0.4374339747071903	0.288222663298363
2013M10	0.2113722336741068	0.2179063988178319	-0.05428829253783264	-0.01192649260859296
2013M11	0.6967838888050459	1.082509021921557	-2.042188621160378	-1.86660557417201
2013M12	-0.3205241461009311	-0.4952393569718807	0.9254996187052534	0.8449989655368373
2014M01	-1.090895112203272	-1.212198332268542	0.7282569242725005	0.5009845274453808
2014M02	0.4094077251350147	0.3562250816873668	0.2316896622654989	0.3072433500732453
2014M03	-0.4430700739539764	-0.4960364612445902	0.3147069325950033	0.2220346210815857
2014M04	-1.137576991571035	-1.176235422577925	0.3100401185378484	0.08170995918892701
2014M05	-0.9820956941711105	-1.098240516348754	0.6911292934927501	0.4858388838022521
2014M06	-1.348654873180261	-1.48759511782302	0.8439267357154105	0.5640417249689145
2014M07	-0.2320285831445901	0.07849583016803398	-1.565793706390063	-1.580944527492507
2014M08	0.4305475205575503	0.2126434958823272	1.072343450208924	1.135814415433551
2014M09	-0.2765588631836822	0.03348148254601857	-1.558922833598679	-1.582910040476249
2014M10	0.5644814659750249	0.3916087418977307	0.8287396142855177	0.9230878977418501
2014M11	-0.3739290775552126	-0.4770326896832286	0.5643937495371091	0.4804196837375046
2014M12	-1.240261639121073	-1.308875143965107	0.4734279389958738	0.2218756505194412
2015M01	-0.3363371246973194	-0.03715358038686904	-1.497478769410236	-1.534335340705612
2015M02	0.6002034978298871	0.3896037077997419	1.018231980787608	1.115907503489175
2015M03	0.8286286611080843	0.8218643347613734	-0.04716287187762208	0.1157100241473783
2015M04	0.4524635117406774	0.5008126692620782	-0.2920114330041472	-0.1979408415504078
2015M05	-2.254623948081014	-2.350869583864143	0.7148968198034069	0.2604204475620101
2015M06	-0.09025522536524376	-0.146721133805148	0.2977947707157311	0.2744096209427416
2015M07	0.3070256583698947	0.2204514807055185	0.4126290828690689	0.4646812451278604
2015M08	-0.5645076297126696	-0.5510747193560832	-0.01301845141788574	-0.1231056365207002
2015M09	0.3496925436300937	-0.0192538472943666	1.853078279103489	1.885686419558947
2015M10	0.6284377559302731	0.8287472901803691	-1.086829443360676	-0.9430324390117881
2015M11	-0.3987260952734541	-0.3095930332598765	-0.4166716043250334	-0.4865695003249809
2015M12	1.257068869671247	0.9713264023455399	1.337853092291859	1.557754171756875
2016M01	-0.860924419385811	-1.096153763289052	1.288426654646442	1.095299514962789
2016M02	0.05536930603220826	-0.02088979656795048	0.3846893657178936	0.3880918506565392
2016M03	-0.3540064854814124	-0.1512811364008588	-1.002240187605924	-1.052102658096279
2016M04	-0.1259532017329328	-0.03269109053533809	-0.4647140548523959	-0.4803692896119595
2016M05	-1.407970983272171	-1.492160108907771	0.5696649942301491	0.2834761094437031
2016M06	-0.2314916786410561	-0.2836916154106436	0.2899068098228961	0.2390678209292624
2016M07	0.8701527148565226	0.8528475133420842	0.002668214658156809	0.1726962230900177
2016M08	0.193267670717645	0.2384963962963772	-0.250469025263302	-0.207861959271379
2016M09	-0.3952791895867438	-0.380763871894532	-0.03525590654577124	-0.1118368924571669
2016M10	-0.8579668872723256	-0.9292217162962401	0.4492159925831699	0.2728537878753977
2016M11	-0.3145609477215781	-0.3726737115756561	0.3283551301374183	0.2605378782685764
2016M12	0.7415030256402851	0.7451888629152255	-0.09202983802736827	0.05467894170809431
2017M01	0.1077337784946768	0.1298378058942589	-0.1237189158807322	-0.1002750284728098
2017M02	-0.6006106021901516	-0.6017582180075754	0.06514045091324002	-0.05351094132282252
2017M03	-1.954887547582535	-2.092225328463678	0.8955521507618984	0.4961775418955108
2017M04	-1.204130603538509	-1.345636716017139	0.8427922580160727	0.5911777473422359
2017M05	-0.006624483617185095	0.2715709482562817	-1.422636854274771	-1.396491576411728
2017M06	1.40705093057665	1.274939926007304	0.5370504931371871	0.8017130024706497
2017M07	-0.28120599691382	0.05586270289251951	-1.696745459810873	-1.718982642875644
2017M08	0.3068371069457853	0.1541682895748847	0.7507980199319391	0.7962906601321882
2017M09	0.07187902714019124	0.3482558488784968	-1.421079398780088	-1.379619917188725
2017M10	-0.7676577205863165	-0.9987718662914347	1.258168983625239	1.083855306948273
2017M11	-1.480488820628785	-1.281569840484905	-0.8716034085837053	-1.144167117882633
2017M12	0.4868307486604482	0.2321933057827691	1.254723155326121	1.325677427989678
2018M01	0.609313270901801	0.9123932720022425	-1.610731709692473	-1.460567636192034
2018M02	-0.1590238566369944	-0.3206850082569319	0.8427759776597926	0.7954376537347245
2018M03	-0.8689604084559219	-0.6085093763222932	-1.246757295891585	-1.392556025869774
2018M04	2.131197482037839	1.997679261499717	0.4727902584335011	0.8802334370673525
2018M05	0.837185749862873	0.83004413554818	-0.04607703384311779	0.1184474812295922
2018M06	-2.13748848257924	-2.153926772494033	0.2950310906669551	-0.1284516095862073
2018M07	-1.380859379196344	-1.522514586526213	0.8609948864170229	0.5744859904540462
2018M08	-0.296200792414374	-0.4441946929934416	0.7863890285175761	0.7133257939480546
2018M09	0.5214881828323606	0.5282608906704344	-0.08611137776277463	0.01747929007336456
2018M10	-0.03949047575931582	-0.02584638828613003	-0.06590827366775376	-0.07235580436971601
2018M11	0.2440272846892004	0.2733379836738805	-0.1740389836226835	-0.122984674533216
2018M12	0.3343140001593638	0.3430665135891595	-0.07776976409312388	-0.01092493272379539
2019M01	-1.732083058266784	-1.810822446889605	0.5737671233657444	0.2241483843513576
2019M02	-0.8828067599353433	-0.968051511619214	0.5232418185778219	0.3405966043451294
2019M03	0.5233325271965421	0.4509875071636765	0.3184850701012618	0.4146322976559414
2019M04	-0.8983604775696654	-0.940527332269988	0.3043835417884194	0.1229195890159351
2019M05	0.2512192408487303	0.2724129792494252	-0.1332210783312635	-0.08154833791195953
2019M06	-0.1273908384497636	-0.1827627481698057	0.2958622980665036	0.2652559198559785
2019M07	-0.4041824291388487	-0.4039847000501892	0.03887366009747943	-0.04087737255315982
2019M08	-0.02082295485400987	0.3308700321843316	-1.797260513110837	-1.766664645381568
2019M09	-0.5071612474904547	-0.7458701292510651	1.27131867334051	1.147667831045873
2019M10	0.04264058600075493	-0.03574509020307992	0.3968253303956157	0.3975057873092299
2019M11	-0.4107059656254381	-0.09896020365858071	-1.554410186323235	-1.604704737832554
2019M12	-0.6848927123645549	-0.9167765333128986	1.253939396697017	1.095884494815532
